Year,Month,Division,Lat,Log,Crime Type,Reported Number,Notes
2014,5,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2014,5,Karachi,24.9313,67.0374,Bank dacoity/robbery,0,
2014,5,Karachi,24.9313,67.0374,Car snatching,12,
2014,6,Karachi,24.8605,67.0261,Murder,11,
2014,6,Karachi,24.8605,67.0261,Murder in the form of target killing,2,
2014,6,Karachi,24.8605,67.0261,Murder during dacoity/robbery,0,
2014,6,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2014,6,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2014,6,Karachi,24.8605,67.0261,Car snatching,8,
2014,6,Karachi,24.8844,67.1443,Murder,27,
2014,6,Karachi,24.8844,67.1443,Murder in the form of target killing,3,
2014,6,Karachi,24.8844,67.1443,Murder during dacoity/robbery,1,
2014,6,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2014,6,Karachi,24.8844,67.1443,Bank dacoity/robbery,1,
2014,6,Karachi,24.8844,67.1443,Car snatching,8,
2014,6,Karachi,25.096,67.1871,Murder,14,
2014,6,Karachi,25.096,67.1871,Murder in the form of target killing,0,
2014,6,Karachi,25.096,67.1871,Murder during dacoity/robbery,2,
2014,6,Karachi,25.096,67.1871,Highway dacoity/robbery,1,
2014,6,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2014,6,Karachi,25.096,67.1871,Car snatching,1,
2014,6,Karachi,24.8829,66.9748,Murder,38,
2014,6,Karachi,24.8829,66.9748,Murder in the form of target killing,8,
2014,6,Karachi,24.8829,66.9748,Murder during dacoity/robbery,1,
2014,6,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2014,6,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2014,6,Karachi,24.8829,66.9748,Car snatching,0,
2014,6,Karachi,24.9313,67.0374,Murder,21,
2014,6,Karachi,24.9313,67.0374,Murder in the form of target killing,5,
2014,6,Karachi,24.9313,67.0374,Murder during dacoity/robbery,3,
2014,6,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2014,6,Karachi,24.9313,67.0374,Bank dacoity/robbery,1,
2014,6,Karachi,24.9313,67.0374,Car snatching,5,
2014,7,Karachi,24.8605,67.0261,Murder,12,
2014,7,Karachi,24.8605,67.0261,Murder in the form of target killing,2,
2014,7,Karachi,24.8605,67.0261,Murder during dacoity/robbery,1,
2014,7,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2014,7,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2014,7,Karachi,24.8605,67.0261,Car snatching,2,
2014,7,Karachi,24.8844,67.1443,Murder,29,
2014,7,Karachi,24.8844,67.1443,Murder in the form of target killing,2,
2014,7,Karachi,24.8844,67.1443,Murder during dacoity/robbery,2,
2014,7,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2014,7,Karachi,24.8844,67.1443,Bank dacoity/robbery,0,
2014,7,Karachi,24.8844,67.1443,Car snatching,8,
2014,7,Karachi,25.096,67.1871,Murder,24,
2014,7,Karachi,25.096,67.1871,Murder in the form of target killing,4,
2014,7,Karachi,25.096,67.1871,Murder during dacoity/robbery,3,
2014,7,Karachi,25.096,67.1871,Highway dacoity/robbery,7,
2014,7,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2014,7,Karachi,25.096,67.1871,Car snatching,0,
2014,7,Karachi,24.8829,66.9748,Murder,25,
2014,7,Karachi,24.8829,66.9748,Murder in the form of target killing,5,
2014,7,Karachi,24.8829,66.9748,Murder during dacoity/robbery,1,
2014,7,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2014,7,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2014,7,Karachi,24.8829,66.9748,Car snatching,1,
2014,7,Karachi,24.9313,67.0374,Murder,17,
2014,7,Karachi,24.9313,67.0374,Murder in the form of target killing,2,
2014,7,Karachi,24.9313,67.0374,Murder during dacoity/robbery,5,
2014,7,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2014,7,Karachi,24.9313,67.0374,Bank dacoity/robbery,0,
2014,7,Karachi,24.9313,67.0374,Car snatching,8,
2014,8,Karachi,24.8605,67.0261,Murder,19,
2014,8,Karachi,24.8605,67.0261,Murder in the form of target killing,1,
2014,8,Karachi,24.8605,67.0261,Murder during dacoity/robbery,2,
2014,8,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2014,8,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2014,8,Karachi,24.8605,67.0261,Car snatching,2,
2014,8,Karachi,24.8844,67.1443,Murder,21,
2014,8,Karachi,24.8844,67.1443,Murder in the form of target killing,3,
2014,8,Karachi,24.8844,67.1443,Murder during dacoity/robbery,2,
2014,8,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2014,8,Karachi,24.8844,67.1443,Bank dacoity/robbery,0,
2014,8,Karachi,24.8844,67.1443,Car snatching,14,
2014,8,Karachi,25.096,67.1871,Murder,23,
2014,8,Karachi,25.096,67.1871,Murder in the form of target killing,3,
2014,8,Karachi,25.096,67.1871,Murder during dacoity/robbery,1,
2014,8,Karachi,25.096,67.1871,Highway dacoity/robbery,7,
2014,8,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2014,8,Karachi,25.096,67.1871,Car snatching,0,
2014,8,Karachi,24.8829,66.9748,Murder,39,
2014,8,Karachi,24.8829,66.9748,Murder in the form of target killing,4,
2014,8,Karachi,24.8829,66.9748,Murder during dacoity/robbery,0,
2014,8,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2014,8,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2014,8,Karachi,24.8829,66.9748,Car snatching,0,
2014,8,Karachi,24.9313,67.0374,Murder,16,
2014,8,Karachi,24.9313,67.0374,Murder in the form of target killing,1,
2014,8,Karachi,24.9313,67.0374,Murder during dacoity/robbery,2,
2014,8,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2014,8,Karachi,24.9313,67.0374,Bank dacoity/robbery,0,
2014,8,Karachi,24.9313,67.0374,Car snatching,7,
2014,9,Karachi,24.8605,67.0261,Murder,24,
2014,9,Karachi,24.8605,67.0261,Murder in the form of target killing,1,
2014,9,Karachi,24.8605,67.0261,Murder during dacoity/robbery,1,
2014,9,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2014,9,Karachi,24.8605,67.0261,Bank dacoity/robbery,1,
2014,9,Karachi,24.8605,67.0261,Car snatching,6,
2014,9,Karachi,24.8844,67.1443,Murder,19,
2014,9,Karachi,24.8844,67.1443,Murder in the form of target killing,1,
2014,9,Karachi,24.8844,67.1443,Murder during dacoity/robbery,0,
2014,9,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2014,9,Karachi,24.8844,67.1443,Bank dacoity/robbery,2,
2014,9,Karachi,24.8844,67.1443,Car snatching,25,
2014,9,Karachi,25.096,67.1871,Murder,22,
2014,9,Karachi,25.096,67.1871,Murder in the form of target killing,0,
2014,9,Karachi,25.096,67.1871,Murder during dacoity/robbery,2,
2014,9,Karachi,25.096,67.1871,Highway dacoity/robbery,1,
2014,9,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2014,9,Karachi,25.096,67.1871,Car snatching,0,
2014,9,Karachi,24.8829,66.9748,Murder,32,
2014,9,Karachi,24.8829,66.9748,Murder in the form of target killing,5,
2014,9,Karachi,24.8829,66.9748,Murder during dacoity/robbery,7,
2014,9,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2014,9,Karachi,24.8829,66.9748,Bank dacoity/robbery,1,
2014,9,Karachi,24.8829,66.9748,Car snatching,5,
2014,9,Karachi,24.9313,67.0374,Murder,17,
2014,9,Karachi,24.9313,67.0374,Murder in the form of target killing,6,
2014,9,Karachi,24.9313,67.0374,Murder during dacoity/robbery,2,
2014,9,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2014,9,Karachi,24.9313,67.0374,Bank dacoity/robbery,0,
2014,9,Karachi,24.9313,67.0374,Car snatching,3,
2014,10,Karachi,24.8605,67.0261,Murder,27,
2014,10,Karachi,24.8605,67.0261,Murder in the form of target killing,0,
2014,10,Karachi,24.8605,67.0261,Murder during dacoity/robbery,1,
2014,10,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2014,10,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2014,10,Karachi,24.8605,67.0261,Car snatching,6,
2014,10,Karachi,24.8844,67.1443,Murder,21,
2014,10,Karachi,24.8844,67.1443,Murder in the form of target killing,0,
2014,10,Karachi,24.8844,67.1443,Murder during dacoity/robbery,2,
2014,10,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2014,10,Karachi,24.8844,67.1443,Bank dacoity/robbery,1,
2014,10,Karachi,24.8844,67.1443,Car snatching,29,
2014,10,Karachi,25.096,67.1871,Murder,32,
2014,10,Karachi,25.096,67.1871,Murder in the form of target killing,0,
2014,10,Karachi,25.096,67.1871,Murder during dacoity/robbery,1,
2014,10,Karachi,25.096,67.1871,Highway dacoity/robbery,3,
2014,10,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2014,10,Karachi,25.096,67.1871,Car snatching,0,
2014,10,Karachi,24.8829,66.9748,Murder,24,
2014,10,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2014,10,Karachi,24.8829,66.9748,Murder during dacoity/robbery,0,
2014,10,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2014,10,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2014,10,Karachi,24.8829,66.9748,Car snatching,7,
2014,10,Karachi,24.9313,67.0374,Murder,11,
2014,10,Karachi,24.9313,67.0374,Murder in the form of target killing,0,
2014,10,Karachi,24.9313,67.0374,Murder during dacoity/robbery,3,
2014,10,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2014,10,Karachi,24.9313,67.0374,Bank dacoity/robbery,0,
2014,10,Karachi,24.9313,67.0374,Car snatching,0,
2014,11,Karachi,24.8605,67.0261,Murder,19,
2014,11,Karachi,24.8605,67.0261,Murder in the form of target killing,0,
2014,11,Karachi,24.8605,67.0261,Murder during dacoity/robbery,1,
2014,11,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2014,11,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2014,11,Karachi,24.8605,67.0261,Car snatching,3,
2014,11,Karachi,24.8844,67.1443,Murder,23,
2014,11,Karachi,24.8844,67.1443,Murder in the form of target killing,0,
2014,11,Karachi,24.8844,67.1443,Murder during dacoity/robbery,2,
2014,11,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2014,11,Karachi,24.8844,67.1443,Bank dacoity/robbery,2,
2014,11,Karachi,24.8844,67.1443,Car snatching,20,
2014,11,Karachi,25.096,67.1871,Murder,32,
2014,11,Karachi,25.096,67.1871,Murder in the form of target killing,0,
2014,11,Karachi,25.096,67.1871,Murder during dacoity/robbery,1,
2014,11,Karachi,25.096,67.1871,Highway dacoity/robbery,0,
2014,11,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2014,11,Karachi,25.096,67.1871,Car snatching,0,
2014,11,Karachi,24.8829,66.9748,Murder,10,
2014,11,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2014,11,Karachi,24.8829,66.9748,Murder during dacoity/robbery,2,
2014,11,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2014,11,Karachi,24.8829,66.9748,Bank dacoity/robbery,2,
2014,11,Karachi,24.8829,66.9748,Car snatching,5,
2014,11,Karachi,24.9313,67.0374,Murder,18,
2014,11,Karachi,24.9313,67.0374,Murder in the form of target killing,0,
2014,11,Karachi,24.9313,67.0374,Murder during dacoity/robbery,1,
2014,11,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2014,11,Karachi,24.9313,67.0374,Bank dacoity/robbery,0,
2014,11,Karachi,24.9313,67.0374,Car snatching,1,
2014,12,Karachi,24.8605,67.0261,Murder,24,
2014,12,Karachi,24.8605,67.0261,Murder in the form of target killing,0,
2014,12,Karachi,24.8605,67.0261,Murder during dacoity/robbery,2,
2014,12,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2014,12,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2014,12,Karachi,24.8605,67.0261,Car snatching,6,
2014,12,Karachi,24.8844,67.1443,Murder,25,
2014,12,Karachi,24.8844,67.1443,Murder in the form of target killing,0,
2014,12,Karachi,24.8844,67.1443,Murder during dacoity/robbery,1,
2014,12,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2014,12,Karachi,24.8844,67.1443,Bank dacoity/robbery,0,
2014,12,Karachi,24.8844,67.1443,Car snatching,11,
2014,12,Karachi,25.096,67.1871,Murder,30,
2014,12,Karachi,25.096,67.1871,Murder in the form of target killing,0,
2014,12,Karachi,25.096,67.1871,Murder during dacoity/robbery,2,
2014,12,Karachi,25.096,67.1871,Highway dacoity/robbery,4,
2014,12,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2014,12,Karachi,25.096,67.1871,Car snatching,1,
2014,12,Karachi,24.8829,66.9748,Murder,18,
2014,12,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2014,12,Karachi,24.8829,66.9748,Murder during dacoity/robbery,2,
2014,12,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2014,12,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2014,12,Karachi,24.8829,66.9748,Car snatching,0,
2014,12,Karachi,24.9313,67.0374,Murder,12,
2014,12,Karachi,24.9313,67.0374,Murder in the form of target killing,0,
2014,12,Karachi,24.9313,67.0374,Murder during dacoity/robbery,1,
2014,12,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2014,12,Karachi,24.9313,67.0374,Bank dacoity/robbery,0,
2014,12,Karachi,24.9313,67.0374,Car snatching,8,
