Year,Month,Division,Lat,Log,Crime Type,Reported Number,legends
2012,2,Karachi,24.9313,67.0374,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,2,Karachi,24.9313,67.0374,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,2,Karachi,24.9313,67.0374,2,5,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,2,Karachi,25.096,67.1871,4,26,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,2,Karachi,25.096,67.1871,6,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,2,Karachi,25.096,67.1871,5,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,2,Karachi,25.096,67.1871,3,5,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,2,Karachi,25.096,67.1871,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,2,Karachi,25.096,67.1871,2,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8605,67.0261,4,14,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8605,67.0261,6,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8605,67.0261,5,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8605,67.0261,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8605,67.0261,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8605,67.0261,2,12,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8844,67.1443,4,36,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8844,67.1443,6,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8844,67.1443,5,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8844,67.1443,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8844,67.1443,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8844,67.1443,2,31,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8829,66.9748,4,31,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8829,66.9748,6,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8829,66.9748,5,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8829,66.9748,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8829,66.9748,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.8829,66.9748,2,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.9313,67.0374,4,17,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.9313,67.0374,6,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.9313,67.0374,5,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.9313,67.0374,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.9313,67.0374,1,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,24.9313,67.0374,2,7,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,25.096,67.1871,4,19,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,25.096,67.1871,6,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,25.096,67.1871,5,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,25.096,67.1871,3,5,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,25.096,67.1871,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,3,Karachi,25.096,67.1871,2,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8605,67.0261,4,36,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8605,67.0261,6,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8605,67.0261,5,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8605,67.0261,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8605,67.0261,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8605,67.0261,2,13,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8844,67.1443,4,34,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8844,67.1443,6,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8844,67.1443,5,4,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8844,67.1443,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8844,67.1443,1,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8844,67.1443,2,34,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8829,66.9748,4,47,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8829,66.9748,6,5,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8829,66.9748,5,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8829,66.9748,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8829,66.9748,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.8829,66.9748,2,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.9313,67.0374,4,29,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.9313,67.0374,6,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.9313,67.0374,5,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.9313,67.0374,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.9313,67.0374,1,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,24.9313,67.0374,2,6,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,25.096,67.1871,4,19,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,25.096,67.1871,6,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,25.096,67.1871,5,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,25.096,67.1871,3,5,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,25.096,67.1871,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,4,Karachi,25.096,67.1871,2,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8605,67.0261,4,28,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8605,67.0261,6,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8605,67.0261,5,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8605,67.0261,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8605,67.0261,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8605,67.0261,2,21,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8844,67.1443,4,28,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8844,67.1443,6,10,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8844,67.1443,5,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8844,67.1443,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8844,67.1443,1,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8844,67.1443,2,42,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8829,66.9748,4,48,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8829,66.9748,6,8,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8829,66.9748,5,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8829,66.9748,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8829,66.9748,1,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.8829,66.9748,2,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.9313,67.0374,4,19,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.9313,67.0374,6,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.9313,67.0374,5,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.9313,67.0374,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.9313,67.0374,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,24.9313,67.0374,2,9,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,25.096,67.1871,4,26,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,25.096,67.1871,6,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,25.096,67.1871,5,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,25.096,67.1871,3,4,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,25.096,67.1871,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,5,Karachi,25.096,67.1871,2,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8605,67.0261,4,30,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8605,67.0261,6,16,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8605,67.0261,5,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8605,67.0261,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8605,67.0261,1,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8605,67.0261,2,11,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8844,67.1443,4,30,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8844,67.1443,6,8,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8844,67.1443,5,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8844,67.1443,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8844,67.1443,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8844,67.1443,2,33,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8829,66.9748,4,40,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8829,66.9748,6,6,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8829,66.9748,5,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8829,66.9748,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8829,66.9748,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.8829,66.9748,2,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.9313,67.0374,4,22,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.9313,67.0374,6,7,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.9313,67.0374,5,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.9313,67.0374,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.9313,67.0374,1,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,24.9313,67.0374,2,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,25.096,67.1871,4,22,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,25.096,67.1871,6,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,25.096,67.1871,5,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,25.096,67.1871,3,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,25.096,67.1871,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,6,Karachi,25.096,67.1871,2,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8605,67.0261,4,26,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8605,67.0261,6,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8605,67.0261,5,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8605,67.0261,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8605,67.0261,1,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8605,67.0261,2,26,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8844,67.1443,4,36,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8844,67.1443,6,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8844,67.1443,5,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8844,67.1443,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8844,67.1443,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8844,67.1443,2,42,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8829,66.9748,4,57,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8829,66.9748,6,8,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8829,66.9748,5,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8829,66.9748,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8829,66.9748,1,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.8829,66.9748,2,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.9313,67.0374,4,31,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.9313,67.0374,6,4,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.9313,67.0374,5,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.9313,67.0374,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.9313,67.0374,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,24.9313,67.0374,2,7,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,25.096,67.1871,4,22,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,25.096,67.1871,6,5,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,25.096,67.1871,5,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,25.096,67.1871,3,7,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,25.096,67.1871,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,7,Karachi,25.096,67.1871,2,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8605,67.0261,4,25,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8605,67.0261,6,4,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8605,67.0261,5,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8605,67.0261,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8605,67.0261,1,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8605,67.0261,2,15,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8844,67.1443,4,28,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8844,67.1443,6,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8844,67.1443,5,3,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8844,67.1443,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8844,67.1443,1,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8844,67.1443,2,27,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8829,66.9748,4,49,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8829,66.9748,6,5,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8829,66.9748,5,5,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8829,66.9748,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8829,66.9748,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.8829,66.9748,2,1,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.9313,67.0374,4,14,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.9313,67.0374,6,12,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.9313,67.0374,5,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.9313,67.0374,3,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.9313,67.0374,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,24.9313,67.0374,2,8,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,25.096,67.1871,4,25,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,25.096,67.1871,6,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,25.096,67.1871,5,2,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,25.096,67.1871,3,9,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,25.096,67.1871,1,0,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
2012,8,Karachi,25.096,67.1871,2,7,bank robbery=1 Car snatching=2 Highway robbery=3 murder =4 murder during robbery=5 murder as targetkilling =6
